2014-12-04 06:08:55,@Bipartisanism
2014-12-04 06:03:06,@heysarahemm,@kristieLowe_
2014-12-04 06:03:05,@Manu3l89,@TalbertSwan
2014-12-04 06:03:05,@ForYou_Site,@TalbertSwan
2014-12-04 06:03:05,@CoreyCharmer,@TalbertSwan
2014-12-04 06:03:04,@TheMaximus88,@TalbertSwan
2014-12-04 06:03:04,@darklattice,@OWSLibrary
2014-12-04 06:03:02,@RobertAguirre45,@TalbertSwan
2014-12-04 06:03:02,@3dcannabis100,@TalbertSwan
2014-12-04 06:03:02,@huande24,@TalbertSwan
2014-12-04 06:03:01,@xuanvicenthermi,@TalbertSwan
2014-12-04 06:02:59,@Handsintheblood,@TalbertSwan
2014-12-04 06:02:58,@Marwan_AA
2014-12-04 06:02:57,@_DarkAngel97_,@TalbertSwan
2014-12-04 06:02:57,@waybay67,@TalbertSwan
2014-12-04 06:02:56,@Profesura,@TalbertSwan
2014-12-04 06:02:54,@kzhang92,@TalbertSwan
2014-12-04 06:02:53,@GuidaM73,@TalbertSwan
2014-12-04 06:02:50,@jokerjust,@TalbertSwan
2014-12-04 06:02:50,@courtneyk617
2014-12-04 06:02:49,@bubovichviolett,@TalbertSwan
2014-12-04 06:02:48,@EnjayDAE,@BackBayBubbly
2014-12-04 06:02:48,@DJJGolden,@TalbertSwan
2014-12-04 06:02:46,@Mike_Peake,@OWSLibrary
2014-12-04 06:02:45,@one_connect,@TalbertSwan
2014-12-04 06:02:45,@romanupkin,@TalbertSwan
2014-12-04 06:02:45,@vandycktim1,@TalbertSwan
2014-12-04 06:02:44,@GlobalRevLive
2014-12-04 06:02:43,@LemeshNelya,@TalbertSwan
2014-12-04 06:02:43,@KAPATEL1504,@TalbertSwan
2014-12-04 06:02:41,@Truly1OfAKind3,@DOPE_MusicBlog
2014-12-04 06:02:41,@marius_rotm,@TalbertSwan
2014-12-04 06:02:41,@AleksSobonya,@TalbertSwan
2014-12-04 06:02:39,@Bawse_Bee,@TalbertSwan
2014-12-04 06:02:39,@CarrieShelle,@OWSLibrary
2014-12-04 06:02:38,@ChristopheRaoul,@TalbertSwan
2014-12-04 06:02:38,@itsmekt888,@DebFeyerickCNN
2014-12-04 06:02:37,@icey_marsh,@MrMilitantNegro
2014-12-04 06:02:37,@Cripcrapple,@AngelRiveraLib
2014-12-04 06:02:36,@xxcdmvi,@TalbertSwan
2014-12-04 06:02:36,@ArtemShram,@TalbertSwan
2014-12-04 06:02:35,@duviherrera,@TalbertSwan
2014-12-04 06:02:34,@HannY2701,@TalbertSwan
2014-12-04 06:02:34,@TAME___6,@kristieLowe_
2014-12-04 06:02:34,@DMantserov,@TalbertSwan
2014-12-04 06:02:34,@a4551722006,@TalbertSwan
2014-12-04 06:02:33,@Tylerr_Tufts,@TalbertSwan
2014-12-04 06:02:33,@Lloyd650,@TalbertSwan
2014-12-04 06:02:30,@trevorpaulk,@Bipartisanism
2014-12-04 06:02:28,@CodieP_,@kristieLowe_
2014-12-04 06:02:27,@myheaven16,@TalbertSwan
2014-12-04 06:02:27,@suertecompartid,@TalbertSwan
2014-12-04 06:02:27,@AriaJosunnar,@TalbertSwan
2014-12-04 06:02:26,@ebraheem606,@TalbertSwan
2014-12-04 06:02:25,@Dj_adeezy,@RealFrankOsean
2014-12-04 06:02:25,@guillaumealg,@TalbertSwan
2014-12-04 06:02:22,@youngsake85,@TalbertSwan
2014-12-04 06:02:21,@adammj2369420
2014-12-04 06:02:21,@__goodvibesonly,@kristieLowe_
2014-12-04 06:02:20,@bonecruxxer,@TheAnonMessage
2014-12-04 06:02:19,@egalanparty,@TalbertSwan
2014-12-04 06:02:19,@fanghc,@TalbertSwan
2014-12-04 06:02:19,@duducandido_,@TalbertSwan
2014-12-04 06:02:18,@facu_aletto,@TalbertSwan
2014-12-04 06:02:18,@saint_wizzy,@kristieLowe_
2014-12-04 06:02:17,@Bear_from_KhM,@TalbertSwan
2014-12-04 06:02:17,@khassisou,@SalmaBouzidi27
2014-12-04 06:02:16,@rissa_ibuByan,@TalbertSwan
2014-12-04 06:02:16,@Dizzypothead,@AboveTopSecret
2014-12-04 06:02:16,@Tab_Singh,@OutFrontCNN
2014-12-04 06:02:16,@brynjenke,@TalbertSwan
2014-12-04 06:02:15,@Nethandral,@TalbertSwan
2014-12-04 06:02:14,@Sepral_ru,@TalbertSwan
2014-12-04 06:02:12,@JosevPolanen,@TalbertSwan
2014-12-04 06:02:11,@iu70us,@Jenism101
2014-12-04 06:02:11,@hurdygurdygurl,@NYPDChiefofDept
2014-12-04 06:02:10,@KyleGruberMusic,@TalbertSwan
2014-12-04 06:02:10,@Happy_Sapog,@TalbertSwan
2014-12-04 06:02:09,@nonicara,@YourAnonNews
2014-12-04 06:02:08,@Aroma_Gelato,@TalbertSwan
2014-12-04 06:02:07,@badzu_,@TalbertSwan
2014-12-04 06:02:06,@OWSLibrary
2014-12-04 06:02:06,@6Strong8,@STLCopTalk
2014-12-04 06:02:06,@bmwkev,@TalbertSwan
2014-12-04 06:02:05,@ser40903549,@TalbertSwan
2014-12-04 06:02:04,@marjo_42,@TalbertSwan
2014-12-04 06:02:02,@ChessWorkshop,@TalbertSwan
2014-12-04 06:02:01,@Juli_Plombir,@TalbertSwan
2014-12-04 06:02:00,@ThatDarnBunny,@TalbertSwan
2014-12-04 06:02:00,@passat65,@TalbertSwan
2014-12-04 06:01:59,@Adellgjx,@TalbertSwan
2014-12-04 06:01:58,@natcal,@BackBayBubbly
2014-12-04 06:01:55,@elumiNAUGHTY,@kristieLowe_
2014-12-04 06:01:55,@lauraclavelibor,@TalbertSwan
2014-12-04 06:01:55,@pepezitos,@TalbertSwan
2014-12-04 06:01:54,@_YouBitchYou,@kristieLowe_
2014-12-04 06:01:52,@GraceLacsamana,@TalbertSwan
2014-12-04 06:01:51,@Talen_Johnson25,@kristieLowe_
2014-12-04 06:01:50,@TrafficHeadRock,@TalbertSwan
2014-12-04 06:01:45,@BoFg2jmoyover,@TalbertSwan
2014-12-04 06:01:44,@motosclasicasjp,@TalbertSwan
2014-12-04 06:01:44,@juande18,@TalbertSwan
2014-12-04 06:01:43,@miscastdice
2014-12-04 06:01:42,@richardlively,@TalbertSwan
2014-12-04 06:01:41,@worldunitefight,@leahmcelrath
2014-12-04 06:01:40,@NastassiaRX,@anonOPERATI0N
2014-12-04 06:01:39,@s_basu86,@TalbertSwan
2014-12-04 06:01:37,@BravoVH1
2014-12-04 06:01:36,@LVV_37,@TalbertSwan
2014-12-04 06:01:35,@RamoGarcia98,@TalbertSwan
2014-12-04 06:01:31,@manuel1950,@TalbertSwan
2014-12-04 06:01:29,@scottieshi,@TalbertSwan
2014-12-04 06:01:29,@Elf13Eric,@TalbertSwan
2014-12-04 06:01:29,@hudson_coltrane,@TheDailyEdge
2014-12-04 06:01:27,@StaceyLeigh84,@TalbertSwan
2014-12-04 06:01:27,@kayrat_1981,@TalbertSwan
2014-12-04 06:01:25,@Nosferatu64,@TalbertSwan
2014-12-04 06:01:23,@gergo_ujhelyi,@TalbertSwan
2014-12-04 06:01:21,@nehanehreen,@kristieLowe_
2014-12-04 06:01:20,@fierymadredhead,@horsesandhounds
2014-12-04 06:01:20,@DJCANERIS,@TalbertSwan
2014-12-04 06:01:20,@robin_walrus,@TalbertSwan
2014-12-04 06:01:19,@brutus2626,@TalbertSwan
2014-12-04 06:01:19,@MallingMerritt,@TalbertSwan
2014-12-04 06:01:18,@snowflaykes,@4derrick
2014-12-04 06:01:18,@BrunoQuartieri,@TalbertSwan
2014-12-04 06:01:17,@MUNDOCRUZES,@TalbertSwan
2014-12-04 06:01:15,@Alkifighter,@TalbertSwan
2014-12-04 06:01:12,@IBenchMyMouse,@TalbertSwan
2014-12-04 06:01:11,@cpalma2,@TalbertSwan
2014-12-04 06:01:10,@SayrevilleT
2014-12-04 06:01:10,@HennesseyStears,@TalbertSwan
2014-12-04 06:01:07,@katterinushkka,@TalbertSwan
2014-12-04 06:01:07,@Lui77E,@TalbertSwan
2014-12-04 06:01:05,@toocleverbyfar,@TalbertSwan
2014-12-04 06:01:03,@senpron1,@TalbertSwan
2014-12-04 06:01:02,@myloveisaverb,@irathethird
2014-12-04 06:01:02,@kayhan017,@TalbertSwan
2014-12-04 06:01:01,@mattcahoy,@YourAnonNews
2014-12-04 06:00:59,@Victoria_ODell,@MrMilitantNegro
2014-12-04 06:00:59,@BeverlyFolkers,@StupidTeanuts
2014-12-04 06:00:59,@TienChungVtv,@TalbertSwan
2014-12-04 06:00:57,@awomanking,@AC360
2014-12-04 06:00:56,@CelineY_France,@TalbertSwan
2014-12-04 06:00:55,@TheChoseOne01,@TalbertSwan
2014-12-04 06:00:54,@SimonCat333,@TalbertSwan
2014-12-04 06:00:51,@jongyoni,@TalbertSwan
2014-12-04 06:00:50,@JaJahIrie
2014-12-04 06:00:49,@callumsmith50,@TalbertSwan
2014-12-04 06:00:49,@anonOPERATI0N
2014-12-04 06:00:48,@dopestyles,@kristieLowe_
2014-12-04 06:00:47,@ASVP_Eeezus,@kristieLowe_
2014-12-04 06:00:47,@clarisssaaa_,@MrMilitantNegro
2014-12-04 06:00:47,@MrBumbox,@TalbertSwan
2014-12-04 06:00:46,@haleybelize,@TalbertSwan
2014-12-04 06:00:46,@noootorious,@TalbertSwan
2014-12-04 06:00:44,@DannyVoltz,@TalbertSwan
2014-12-04 06:00:43,@prinseone,@TalbertSwan
2014-12-04 06:00:42,@fran28DB,@TalbertSwan
2014-12-04 06:00:42,@LBenza,@TalbertSwan
2014-12-04 06:00:41,@TiminatorWang,@TalbertSwan
2014-12-04 06:00:41,@kouadio_armel,@TalbertSwan
2014-12-04 06:00:39,@8029471,@TalbertSwan
2014-12-04 06:00:38,@jefelolon,@TalbertSwan
2014-12-04 06:00:37,@Michikodi,@TalbertSwan
2014-12-04 06:00:37,@sentex2009,@TalbertSwan
2014-12-04 06:00:35,@ChrisDoerr,@TalbertSwan
2014-12-04 06:00:35,@Hardcoregirl21,@TalbertSwan
2014-12-04 06:00:35,@theJpeeps,@TalbertSwan
2014-12-04 06:00:34,@GeorgeniusJorge,@TalbertSwan
2014-12-04 06:00:32,@kerang_ajaiib,@TalbertSwan
2014-12-04 06:00:31,@sdixon3171,@TheTrialFile
2014-12-04 06:00:28,@steve770721,@sparrowmedia
2014-12-04 06:00:27,@CaroLindaGoris,@AboveTopSecret
2014-12-04 06:00:27,@alldaffer94,@TalbertSwan
2014-12-04 06:00:27,@MachoMen7,@TalbertSwan
2014-12-04 06:00:26,@ickyoeazy,@TalbertSwan
2014-12-04 06:00:26,@xispas79,@TalbertSwan
2014-12-04 06:00:25,@BrianClifton1,@YourAnonNews
2014-12-04 06:00:24,@kobe_bynum,@tarabarnes
2014-12-04 06:00:24,@kat_kasparova,@TalbertSwan
2014-12-04 06:00:24,@svensonite,@TalbertSwan
2014-12-04 06:00:23,@Alinka_Kr,@TalbertSwan
2014-12-04 06:00:22,@DanielBoilard,@TalbertSwan
2014-12-04 06:00:21,@MrMilitantNegro,@cheeriogrrrl
2014-12-04 06:00:21,@AlexanderSemper,@TalbertSwan
2014-12-04 06:00:20,@Aashu6566,@TalbertSwan
2014-12-04 06:00:19,@ErsanCanbaz,@TalbertSwan
2014-12-04 06:00:19,@rhevannextSS7,@TalbertSwan
2014-12-04 06:00:18,@LucRanger,@TalbertSwan
2014-12-04 06:00:18,@MaxKvitkovski,@TalbertSwan
2014-12-04 06:00:18,@NordiaSoBossy,@syndicalisms
2014-12-04 06:00:14,@ostinger,@TalbertSwan
2014-12-04 06:00:14,@lilhuntyy,@MrMilitantNegro
2014-12-04 06:00:14,@suekhi,@crime_bloc
2014-12-04 06:00:13,@sergeantmajor99,@TalbertSwan
2014-12-04 06:00:13,@marie_bigham,@twmalloy
2014-12-04 06:00:09,@djtowerclassic,@TalbertSwan
2014-12-04 06:00:02,@shownde,@Papakila
2014-12-04 06:00:01,@austing1411,@YourAnonNews
2014-12-04 05:59:58,@genet123,@TheAnonMessage
2014-12-04 05:59:56,@TulsaAquaponics,@AboveTopSecret
2014-12-04 05:59:44,@JaJahIrie
2014-12-04 05:59:43,@gimmesomemo,@kristieLowe_
2014-12-04 05:59:42,@RickRoll9,@AboveTopSecret
2014-12-04 05:59:41,@sdixon3171,@twmalloy
2014-12-04 05:59:32,@OldCrowNest,@twmalloy
2014-12-04 05:59:31,@halloweeniegrrl,@MrMilitantNegro
2014-12-04 05:59:31,@gdcooke,@STLCopTalk
2014-12-04 05:59:30,@earnings23,@BackBayBubbly
2014-12-04 05:59:29,@CinnaAyn,@STLCopTalk
2014-12-04 05:59:29,@Sensiablue,@twmalloy
2014-12-04 05:59:22,@dfpetrin
2014-12-04 05:59:20,@cheeriogrrrl
2014-12-04 05:59:20,@Kaylabreh,@kristieLowe_
2014-12-04 05:59:17,@COCOPEILA,@irathethird
2014-12-04 05:59:16,@masmpg,@AboveTopSecret
2014-12-04 05:59:07,@_cemoneee,@kristieLowe_
2014-12-04 05:59:06,@vonkarama,@Papakila
2014-12-04 05:58:54,@jsparango,@MattKozarTV
2014-12-04 05:58:51,@WearYourVoice
2014-12-04 05:58:49,@SaadUrkel2,@jiatolentino
2014-12-04 05:58:46,@SummersKid,@kristieLowe_
2014-12-04 05:58:45,@debbiejuvenile7,@Bipartisanism
2014-12-04 05:58:40,@birsic,@Papakila
2014-12-04 05:58:40,@MaddyKarimyar,@kristieLowe_
2014-12-04 05:58:33,@UFullOfBritt,@NYCJulieNYC
2014-12-04 05:58:31,@Dizzypothead,@MalcolmFiles
2014-12-04 05:58:28,@GlenThePlumber,@dmcrawford
2014-12-04 05:58:26,@paultomasson,@MattKozarTV
2014-12-04 05:58:25,@jrgaillot,@crime_bloc
2014-12-04 05:58:24,@darklattice,@NYCJulieNYC
2014-12-04 05:58:23,@benmcnope,@MrMilitantNegro
2014-12-04 05:58:22,@Rome_Fell,@RT_com
2014-12-04 05:58:13,@mk4058,@Occupied_Air
2014-12-04 05:58:09,@TheTrialFile,@STLCopTalk
2014-12-04 05:58:09,@jcrillz,@TheAnonMessage
2014-12-04 05:58:03,@NebogipfelWho,@AboveTopSecret
2014-12-04 05:58:02,@Magic20099,@MattKozarTV
2014-12-04 05:57:57,@x_narrystagram,@kristieLowe_
2014-12-04 05:57:51,@steve770721,@Copwatch
2014-12-04 05:57:49,@ArtMusicLife,@witnessorg
2014-12-04 05:57:47,@_imnotandrew,@kristieLowe_
2014-12-04 05:57:44,@bosswalk2,@AboveTopSecret
2014-12-04 05:57:44,@SophieC6034,@NYPDnews
2014-12-04 05:57:40,@MySharona1987,@AboveTopSecret
2014-12-04 05:57:36,@Realtalkone0one
2014-12-04 05:57:33,@hatethestate
2014-12-04 05:57:29,@JaJahIrie
2014-12-04 05:57:19,@BRI_LUVZ,@kristieLowe_
2014-12-04 05:57:16,@mafashions,@kristieLowe_
2014-12-04 05:57:15,@paladin4justice,@OWSLibrary
2014-12-04 05:57:15,@Jenism101
2014-12-04 05:57:14,@TheVikChick,@StupidTeanuts
2014-12-04 05:57:11,@starlinaxoxo,@MrMilitantNegro
2014-12-04 05:57:11,@scottygibs02,@kristieLowe_
2014-12-04 05:57:10,@ImACapricorn17,@YourAnonNews
2014-12-04 05:57:09,@ToniaLaRiviere,@vidyamarie
2014-12-04 05:57:08,@BarbaraMuelle10,@Occupied_Air
2014-12-04 05:57:07,@MattKozarTV
2014-12-04 05:57:07,@WHOS_OTISS,@kristieLowe_
2014-12-04 05:57:02,@punkluckycat,@MrMilitantNegro
2014-12-04 05:56:59,@mooreog_,@TheAnonMessage
2014-12-04 05:56:56,@RickyIsBased,@kristieLowe_
2014-12-04 05:56:44,@ChoiceLove,@kristieLowe_
2014-12-04 05:56:44,@PMorris153,@crime_bloc
2014-12-04 05:56:41,@BEautifully_C,@kristieLowe_
2014-12-04 05:56:38,@garnould,@YourAnonNews
2014-12-04 05:56:37,@OAK89,@boomskadoosh
2014-12-04 05:56:37,@KymberliSmith,@twmalloy
2014-12-04 05:56:36,@BPD_spouse,@TalbertSwan
2014-12-04 05:56:33,@srharris19
2014-12-04 05:56:32,@TheToddHerman,@YourAnonNews
2014-12-04 05:56:30,@MickDaddy_,@kristieLowe_
2014-12-04 05:56:26,@TheTrialFile,@NYCJulieNYC
2014-12-04 05:56:26,@TamedWolf,@AboveTopSecret
2014-12-04 05:56:25,@iPerryL,@IBelizeit
2014-12-04 05:56:24,@RealPromiseKidd,@Anon_LosAngeles
2014-12-04 05:56:23,@scaringmalik,@twmalloy
2014-12-04 05:56:21,@ifollowMaria,@crime_bloc
2014-12-04 05:56:14,@Nancygrazo1,@StupidTeanuts
2014-12-04 05:56:14,@lynn_kerber,@ParkerCorallo
2014-12-04 05:56:12,@Stacey_G,@JulieOfcharsky
2014-12-04 05:56:09,@pizza_stump,@MrMilitantNegro
2014-12-04 05:56:05,@adjimimi,@NYPD_CTTF
2014-12-04 05:55:55,@brqian,@AboveTopSecret
2014-12-04 05:55:52,@analyzinator,@Bipartisanism
2014-12-04 05:55:49,@JaJahIrie
2014-12-04 05:55:48,@x_narrystagram,@OWSLibrary
2014-12-04 05:55:45,@msully65,@ChuckCJohnson
2014-12-04 05:55:44,@circlesoffire,@OWSLibrary
2014-12-04 05:55:41,@SUGARTHEGIRL
2014-12-04 05:55:40,@countblvckula,@desusnice
2014-12-04 05:55:34,@DSweigart,@SeanAstin
2014-12-04 05:55:31,@JayTeeSays,@RealFrankOsean
2014-12-04 05:55:30,@ForeverXVII_,@KidFury
2014-12-04 05:55:25,@DJ_B_Eazy313,@desusnice
2014-12-04 05:55:22,@joeyyeo13,@AboveTopSecret
2014-12-04 05:55:21,@Dee_Cutest,@kristieLowe_
2014-12-04 05:55:21,@ElTigreDanny,@kristieLowe_
2014-12-04 05:55:21,@Shaine412,@YourAnonNews
2014-12-04 05:55:18,@AiaElutsaundi,@Bipartisanism
2014-12-04 05:55:17,@HaroldWNelson,@TalbertSwan
2014-12-04 05:55:16,@JJay80s,@FLOSSTRADAMUS
2014-12-04 05:55:16,@ayy_itssabira,@YourAnonNews
2014-12-04 05:55:13,@HotRodIsMe,@TheAnonMessage
2014-12-04 05:55:10,@HotRodIsMe,@TheAnonMessage
2014-12-04 05:55:06,@CLG2282,@TheAnonMessage
2014-12-04 05:55:05,@astar505,@AboveTopSecret
2014-12-04 05:55:05,@anarchypants,@AboveTopSecret
2014-12-04 05:55:03,@D_ProctorMills
2014-12-04 05:55:03,@ms_msmarshas,@RT_com
2014-12-04 05:54:59,@stevenLholder,@LYRIC817
2014-12-04 05:54:58,@CyranoDBC,@YourAnonNews
2014-12-04 05:54:57,@cbs46,@NYCJulieNYC
2014-12-04 05:54:54,@mirandastefano,@MrMilitantNegro
2014-12-04 05:54:54,@gilly_billy,@YourAnonNews
2014-12-04 05:54:53,@_Blanca_Bills,@TheAnonMessage
2014-12-04 05:54:50,@TheLaurenHadley,@irathethird
2014-12-04 05:54:49,@Hnybdgr13,@AboveTopSecret
2014-12-04 05:54:45,@luxburger,@AC360
2014-12-04 05:54:44,@ombelineO,@buell003
2014-12-04 05:54:41,@jordang_x,@crime_bloc
2014-12-04 05:54:32,@insatiant
2014-12-04 05:54:31,@AboveTopSecret
2014-12-04 05:54:31,@jimjayhawk,@kristieLowe_
2014-12-04 05:54:31,@elisemariep,@crime_bloc
2014-12-04 05:54:30,@DTKlover,@crime_bloc
2014-12-04 05:54:29,@itsWanda,@sonnylebythebay
2014-12-04 05:54:28,@grime_grl,@MrMilitantNegro
2014-12-04 05:54:27,@Dizzypothead,@twmalloy
2014-12-04 05:54:24,@CrimsonDESTR0YA,@YourAnonNews
2014-12-04 05:54:23,@truesouthern91,@megynkelly
2014-12-04 05:54:21,@Lu_needatbread
2014-12-04 05:54:20,@occbaystreet,@Pennyvane10
2014-12-04 05:54:08,@tywalkeronline,@Rinduhhh
2014-12-04 05:54:01,@stevenLholder,@NYPDCommAffairs
2014-12-04 05:54:01,@Bonoboism
2014-12-04 05:53:59,@kmcshotoftheday
2014-12-04 05:53:54,@Pennyvane10
2014-12-04 05:53:53,@Saraswati0,@kristieLowe_
2014-12-04 05:53:51,@TheRealBari,@kristieLowe_
2014-12-04 05:53:48,@MsJohnson143,@ruby_beth
2014-12-04 05:53:47,@gomabmd,@TheRoot
2014-12-04 05:53:46,@sadqirlsclub,@MrMilitantNegro
2014-12-04 05:53:44,@theMidwhere,@TheAnonMessage
2014-12-04 05:53:44,@JasmineBager
2014-12-04 05:53:43,@allanbrauer,@twmalloy
2014-12-04 05:53:41,@cheeseburger07,@OGkevingill
2014-12-04 05:53:39,@James_Sinclair,@Papakila
2014-12-04 05:53:38,@PrettyKisses12,@KidFury
2014-12-04 05:53:38,@cinnabuz,@normaugustinus
2014-12-04 05:53:38,@Katia_Kapsalis,@AC360
2014-12-04 05:53:37,@120yearz
2014-12-04 05:53:34,@Lu_needatbread
2014-12-04 05:53:32,@CyMadD0x,@OWSLibrary
2014-12-04 05:53:27,@ShawNough,@MrMilitantNegro
2014-12-04 05:53:23,@DrekRush
2014-12-04 05:53:20,@harrymeharderr,@TalbertSwan
2014-12-04 05:53:19,@dxisyflowers_,@MrMilitantNegro
2014-12-04 05:53:18,@sonyapryr,@Occupied_Air
2014-12-04 05:53:17,@sash_ella,@TheAnonMessage
2014-12-04 05:53:11,@TwLevinson
2014-12-04 05:53:11,@_ANDRX,@MrMilitantNegro
2014-12-04 05:53:10,@JESBmusic,@Occupied_Air
2014-12-04 05:53:09,@BonniesVoice,@conorskelding
2014-12-04 05:53:09,@haitianwolf,@TheAnonMessage
2014-12-04 05:53:09,@markbao,@Papakila
2014-12-04 05:53:09,@DrekRush
2014-12-04 05:53:08,@70torinoman,@TheAnonMessage
2014-12-04 05:53:07,@jastweety,@BEYNCEcallmeDVA
2014-12-04 05:53:00,@nydiawbu,@MrMilitantNegro
2014-12-04 05:53:00,@wifimind,@crime_bloc
2014-12-04 05:52:59,@AtwalPost
2014-12-04 05:52:57,@19Fa_Alma,@AnikaNoniRose
2014-12-04 05:52:56,@Lu_needatbread
2014-12-04 05:52:53,@nd_I_Love_Her
2014-12-04 05:52:53,@Dizzypothead,@kristieLowe_
2014-12-04 05:52:50,@suraya_asmal,@witnessorg
2014-12-04 05:52:50,@DrekRush
2014-12-04 05:52:50,@C300_UXL,@NYCityAlerts
2014-12-04 05:52:49,@roseaposey,@YourAnonNews
2014-12-04 05:52:46,@sonnylebythebay
2014-12-04 05:52:40,@SUGARTHEGIRL
2014-12-04 05:52:38,@PrinceleyT,@RealFrankOsean
2014-12-04 05:52:37,@themercenary,@witnessorg
2014-12-04 05:52:34,@rolodj,@crime_bloc
2014-12-04 05:52:34,@hknurun
2014-12-04 05:52:34,@tat2dfarmlady,@kristieLowe_
2014-12-04 05:52:33,@npalacios10,@MrMilitantNegro
2014-12-04 05:52:32,@dcshortwave,@YourAnonGlobal
2014-12-04 05:52:30,@OHIO_shell
2014-12-04 05:52:29,@Liz_Antoinette,@TheDailyEdge
2014-12-04 05:52:27,@cheapwebmonkey,@YourAnonNews
2014-12-04 05:52:22,@dalani39,@MrMilitantNegro
2014-12-04 05:52:20,@jaredabongo,@witnessorg
2014-12-04 05:52:17,@TheBigEasy58
2014-12-04 05:52:13,@jesus_hippie,@StupidTeanuts
2014-12-04 05:52:12,@CyranoDBC,@OWSLibrary
2014-12-04 05:52:10,@Hashtag_Domo,@twmalloy
2014-12-04 05:52:08,@Karen_etc,@TylerEnglish_
2014-12-04 05:52:07,@genet123,@TheAnonMessage
2014-12-04 05:52:05,@MonoCobalt,@OWSLibrary
2014-12-04 05:52:05,@elaineprettyeye,@TalbertSwan
2014-12-04 05:52:03,@_trendynicole,@kristieLowe_
2014-12-04 05:52:02,@alejandrortiz77,@witnessorg
2014-12-04 05:52:01,@FarrellCat_,@MrMilitantNegro
2014-12-04 05:52:00,@caroisapunk,@MrMilitantNegro
2014-12-04 05:51:57,@LyricJones
2014-12-04 05:51:55,@gibster124,@twmalloy
2014-12-04 05:51:52,@idleobserver,@YourAnonNews
2014-12-04 05:51:48,@bananaaa_13,@irathethird
2014-12-04 05:51:47,@lindsykristina,@MrMilitantNegro
2014-12-04 05:51:47,@riverracket,@TheAnonMessage
2014-12-04 05:51:46,@4327707379,@YourAnonGlobal
2014-12-04 05:51:43,@Alainaj36,@kristieLowe_
2014-12-04 05:51:40,@Mike_Peake,@OWSLibrary
2014-12-04 05:51:37,@adiosLemonsnout,@YourAnonNews
2014-12-04 05:51:35,@mammajess82,@crime_bloc
2014-12-04 05:51:35,@LadysLuvKP,@9thWonderMusic
2014-12-04 05:51:34,@Rosebud1668,@twmalloy
2014-12-04 05:51:27,@EinsteinsLight
2014-12-04 05:51:23,@_AveKnew,@DebFeyerickCNN
2014-12-04 05:51:21,@My_Truth_Today
2014-12-04 05:51:20,@pheadrus0110
2014-12-04 05:51:19,@_supremereign_,@Bipartisanism
2014-12-04 05:51:18,@m39618462,@YourAnonNews
2014-12-04 05:51:16,@rlaw1971,@YourAnonGlobal
2014-12-04 05:51:14,@indigeauxxx,@twmalloy
2014-12-04 05:51:10,@kdwarakanath,@Bipartisanism
2014-12-04 05:51:10,@MEG_AKB,@kristieLowe_
2014-12-04 05:51:09,@emkaycee
2014-12-04 05:51:08,@OWSLibrary
2014-12-04 05:51:05,@IrieVibe_,@Z_Spunky1
2014-12-04 05:51:02,@jenjeno07,@Bipartisanism
2014-12-04 05:51:01,@EduPunkN00b,@Margoandhow
2014-12-04 05:50:59,@TheBlackEssence,@kristieLowe_
2014-12-04 05:50:56,@elemjayay,@crime_bloc
2014-12-04 05:50:55,@jshawhan,@twmalloy
2014-12-04 05:50:52,@DBSenica,@OWSLibrary
2014-12-04 05:50:51,@UtubiaNews,@twmalloy
2014-12-04 05:50:49,@jesus_hippie,@kristieLowe_
2014-12-04 05:50:45,@Hip_HopDance,@RT_com
2014-12-04 05:50:44,@aymeeleeah,@NYPDCommAffairs
2014-12-04 05:50:42,@CorruptxWorld,@twmalloy
2014-12-04 05:50:35,@JG_Daily,@TheJasonMG
2014-12-04 05:50:35,@contomaa,@crime_bloc
2014-12-04 05:50:35,@widestance,@twmalloy
2014-12-04 05:50:34,@ChristinePhan08,@MrMilitantNegro
2014-12-04 05:50:31,@CallsForJustice,@twmalloy
2014-12-04 05:50:30,@DrekRush
2014-12-04 05:50:30,@habitualflair,@NYPDCommAffairs
2014-12-04 05:50:27,@newfiass007,@Nick_Hentoff
2014-12-04 05:50:24,@Dawnhomes,@TalbertSwan
2014-12-04 05:50:23,@ScottyBurberry,@twmalloy
2014-12-04 05:50:21,@shatil,@YourAnonNews
2014-12-04 05:50:20,@supahsavvy,@MrMilitantNegro
2014-12-04 05:50:20,@TheBigEasy58,@NYPDCommAffairs
2014-12-04 05:50:18,@bratpck,@MrMilitantNegro
2014-12-04 05:50:17,@KamvaSolombela,@kristieLowe_
2014-12-04 05:50:09,@cyxyceciqeda,@kristieLowe_
2014-12-04 05:50:08,@True_surpreme,@twmalloy
2014-12-04 05:50:08,@DrekRush
2014-12-04 05:50:05,@YallCouldNever,@twmalloy
2014-12-04 05:50:03,@salliedynamite,@AlexisThompso17
2014-12-04 05:50:02,@NiniLaRue,@Rinduhhh
2014-12-04 05:50:01,@AyeD_TurnHerOut,@kristieLowe_
2014-12-04 05:49:58,@villebooks,@witnessorg
2014-12-04 05:49:56,@Erockcousin
2014-12-04 05:49:54,@fabiennenoble,@twmalloy
2014-12-04 05:49:52,@Jimbobbarley,@horsesandhounds
2014-12-04 05:49:51,@hello_nabin,@YourAnonNews
2014-12-04 05:49:51,@DrekRush
2014-12-04 05:49:49,@bruculino,@crime_bloc
2014-12-04 05:49:47,@_JayBryant,@kristieLowe_
